,NatID,Name,Type1,Type2,Total,HP,Attack,Defense,SpAtk,SpDef,Speed,Generation,Height (m),Weight (kg),Catch Rate,Male (%),Female (%),Egg Group 1,Egg Group 2
458,459,Snover,Grass,Ice,334,60,62,50,62,60,40,4,0.99,50.5,120,50.0,50.0,Grass  ,  Monster
459,460,Abomasnow,Grass,Ice,494,90,92,75,92,85,60,4,2.21,135.5,60,50.0,50.0,Grass  ,  Monster
460,461,Weavile,Dark,Ice,510,70,120,65,45,85,125,4,1.09,34.0,45,50.0,50.0,Field, N/A
461,462,Magnezone,Electric,Steel,535,70,70,115,130,90,60,4,1.19,180.0,30,0.0,0.0,Mineral, N/A
462,463,Lickilicky,Normal,None,515,110,85,95,80,95,50,4,1.7,140.0,30,50.0,50.0,Monster, N/A
463,464,Rhyperior,Ground,Rock,535,115,140,130,55,55,40,4,2.39,282.8,30,50.0,50.0,Field  ,  Monster
464,465,Tangrowth,Grass,None,535,100,100,125,110,50,50,4,2.01,128.6,30,50.0,50.0,Grass, N/A
465,466,Electivire,Electric,None,540,75,123,67,95,85,95,4,1.8,138.6,30,75.0,25.0,Human-Like, N/A
466,467,Magmortar,Fire,None,540,75,95,67,125,95,83,4,1.6,68.0,30,75.0,25.0,Human-Like, N/A
467,468,Togekiss,Fairy,Flying,545,85,50,95,120,115,80,4,1.5,38.0,30,87.5,12.5,Fairy  ,  Flying
468,469,Yanmega,Bug,Flying,515,86,76,86,116,56,95,4,1.91,51.5,30,50.0,50.0,Bug, N/A
469,470,Leafeon,Grass,None,525,65,110,130,60,65,95,4,0.99,25.5,45,87.5,12.5,Field, N/A
470,471,Glaceon,Ice,None,525,65,60,110,130,95,65,4,0.79,25.9,45,87.5,12.5,Field, N/A
471,472,Gliscor,Ground,Flying,510,75,95,125,45,75,95,4,2.01,42.5,30,50.0,50.0,Bug, N/A
472,473,Mamoswine,Ice,Ground,530,110,130,80,70,60,80,4,2.49,291.0,50,50.0,50.0,Field, N/A
473,474,Porygon-Z,Normal,None,535,85,80,70,135,75,90,4,0.89,34.0,30,0.0,0.0,Mineral, N/A
474,475,Gallade,Psychic,Fighting,518,68,125,65,65,115,80,4,1.6,52.0,45,100.0,0.0,Amorphous, N/A
475,476,Probopass,Rock,Steel,525,60,55,145,75,150,40,4,1.4,340.0,60,50.0,50.0,Mineral, N/A
476,477,Dusknoir,Ghost,None,525,45,100,135,65,135,45,4,2.21,106.6,45,50.0,50.0,Amorphous, N/A
477,478,Froslass,Ice,Ghost,480,70,80,70,80,70,110,4,1.3,26.6,75,0.0,100.0,Fairy  ,  Mineral
478,479,Rotom,Electric,Ghost,440,50,50,77,95,77,91,4,0.3,0.3,45,0.0,0.0,Amorphous, N/A
479,480,Uxie,Psychic,None,580,75,75,130,75,130,95,4,0.3,0.3,3,0.0,0.0,Undiscovered, N/A
480,481,Mesprit,Psychic,None,580,80,105,105,105,105,80,4,0.3,0.3,3,0.0,0.0,Undiscovered, N/A
481,482,Azelf,Psychic,None,580,75,125,70,125,70,115,4,0.3,0.3,3,0.0,0.0,Undiscovered, N/A
482,483,Dialga,Steel,Dragon,680,100,120,120,150,100,90,4,5.41,683.0,30,0.0,0.0,Undiscovered, N/A
483,484,Palkia,Water,Dragon,680,90,120,100,150,120,100,4,4.19,336.0,30,0.0,0.0,Undiscovered, N/A
484,485,Heatran,Fire,Steel,600,91,90,106,130,106,77,4,1.7,430.0,3,50.0,50.0,Undiscovered, N/A
485,486,Regigigas,Normal,None,670,110,160,110,80,110,100,4,3.71,420.0,3,0.0,0.0,Undiscovered, N/A
486,487,Giratina,Ghost,Dragon,680,150,100,120,100,120,90,4,4.5,750.0,3,0.0,0.0,Undiscovered, N/A
487,488,Cresselia,Psychic,None,600,120,70,120,75,130,85,4,1.5,85.6,3,0.0,100.0,Undiscovered, N/A
488,489,Phione,Water,None,480,80,80,80,80,80,80,4,0.41,3.1,30,0.0,0.0,Fairy  ,  Water 1
489,490,Manaphy,Water,None,600,100,100,100,100,100,100,4,0.3,1.4,3,0.0,0.0,Fairy  ,  Water 1
490,491,Darkrai,Dark,None,600,70,90,90,135,90,125,4,1.5,50.5,3,0.0,0.0,Undiscovered, N/A
491,492,Shaymin,Grass,None,600,100,100,100,100,100,100,4,0.2,2.1,45,0.0,0.0,Undiscovered, N/A
492,493,Arceus,Normal,None,720,120,120,120,120,120,120,4,3.2,320.0,3,0.0,0.0,Undiscovered, N/A
493,494,Victini,Psychic,Fire,600,100,100,100,100,100,100,5,0.41,4.0,3,0.0,0.0,Undiscovered, N/A
494,495,Snivy,Grass,None,308,45,45,55,45,55,63,5,0.61,8.1,45,87.5,12.5,Field  ,  Grass
495,496,Servine,Grass,None,413,60,60,75,60,75,83,5,0.79,16.0,45,87.5,12.5,Field  ,  Grass
496,497,Serperior,Grass,None,528,75,75,95,75,95,113,5,3.3,63.0,45,87.5,12.5,Field  ,  Grass
497,498,Tepig,Fire,None,308,65,63,45,45,45,45,5,0.51,9.9,45,87.5,12.5,Field, N/A
498,499,Pignite,Fire,Fighting,418,90,93,55,70,55,55,5,0.99,55.5,45,87.5,12.5,Field, N/A
499,500,Emboar,Fire,Fighting,528,110,123,65,100,65,65,5,1.6,150.0,45,87.5,12.5,Field, N/A
500,501,Oshawott,Water,None,308,55,55,45,63,45,45,5,0.51,5.9,45,87.5,12.5,Field, N/A
501,502,Dewott,Water,None,413,75,75,60,83,60,60,5,0.79,24.5,45,87.5,12.5,Field, N/A
502,503,Samurott,Water,None,528,95,100,85,108,70,70,5,1.5,94.6,45,87.5,12.5,Field, N/A
503,504,Patrat,Normal,None,255,45,55,39,35,39,42,5,0.51,11.6,255,50.0,50.0,Field, N/A
504,505,Watchog,Normal,None,420,60,85,69,60,69,77,5,1.09,27.0,255,50.0,50.0,Field, N/A
505,506,Lillipup,Normal,None,275,45,60,45,25,45,55,5,0.41,4.1,255,50.0,50.0,Field, N/A
506,507,Herdier,Normal,None,370,65,80,65,35,65,60,5,0.89,14.7,120,50.0,50.0,Field, N/A
507,508,Stoutland,Normal,None,500,85,110,90,45,90,80,5,1.19,61.0,45,50.0,50.0,Field, N/A
508,509,Purrloin,Dark,None,281,41,50,37,50,37,66,5,0.41,10.1,255,50.0,50.0,Field, N/A
509,510,Liepard,Dark,None,446,64,88,50,88,50,106,5,1.09,37.5,90,50.0,50.0,Field, N/A
510,511,Pansage,Grass,None,316,50,53,48,53,48,64,5,0.61,10.5,190,87.5,12.5,Field, N/A
511,512,Simisage,Grass,None,498,75,98,63,98,63,101,5,1.09,30.5,75,87.5,12.5,Field, N/A
512,513,Pansear,Fire,None,316,50,53,48,53,48,64,5,0.61,11.0,190,87.5,12.5,Field, N/A
513,514,Simisear,Fire,None,498,75,98,63,98,63,101,5,0.99,28.0,75,87.5,12.5,Field, N/A
514,515,Panpour,Water,None,316,50,53,48,53,48,64,5,0.61,13.5,190,87.5,12.5,Field, N/A
515,516,Simipour,Water,None,498,75,98,63,98,63,101,5,0.99,29.0,75,87.5,12.5,Field, N/A
516,517,Munna,Psychic,None,292,76,25,45,67,55,24,5,0.61,23.3,190,50.0,50.0,Field, N/A
517,518,Musharna,Psychic,None,487,116,55,85,107,95,29,5,1.09,60.5,75,50.0,50.0,Field, N/A
518,519,Pidove,Normal,Flying,264,50,55,50,36,30,43,5,0.3,2.1,255,50.0,50.0,Flying, N/A
519,520,Tranquill,Normal,Flying,358,62,77,62,50,42,65,5,0.61,15.0,120,50.0,50.0,Flying, N/A
520,521,Unfezant,Normal,Flying,488,80,115,80,65,55,93,5,1.19,29.0,45,50.0,50.0,Flying, N/A
521,522,Blitzle,Electric,None,295,45,60,32,50,32,76,5,0.79,29.8,190,50.0,50.0,Field, N/A
522,523,Zebstrika,Electric,None,497,75,100,63,80,63,116,5,1.6,79.5,75,50.0,50.0,Field, N/A
523,524,Roggenrola,Rock,None,280,55,75,85,25,25,15,5,0.41,18.0,255,50.0,50.0,Mineral, N/A
524,525,Boldore,Rock,None,390,70,105,105,50,40,20,5,0.89,102.0,120,50.0,50.0,Mineral, N/A
525,526,Gigalith,Rock,None,515,85,135,130,60,80,25,5,1.7,260.0,45,50.0,50.0,Mineral, N/A
526,527,Woobat,Psychic,Flying,323,65,45,43,55,43,72,5,0.41,2.1,190,50.0,50.0,Field  ,  Flying
527,528,Swoobat,Psychic,Flying,425,67,57,55,77,55,114,5,0.89,10.5,45,50.0,50.0,Field  ,  Flying
528,529,Drilbur,Ground,None,328,60,85,40,30,45,68,5,0.3,8.5,120,50.0,50.0,Field, N/A
529,530,Excadrill,Ground,Steel,508,110,135,60,50,65,88,5,0.71,40.4,60,50.0,50.0,Field, N/A
530,531,Audino,Normal,None,445,103,60,86,60,86,50,5,1.09,31.0,255,50.0,50.0,Fairy, N/A
531,532,Timburr,Fighting,None,305,75,80,55,25,35,35,5,0.61,12.5,180,75.0,25.0,Human-Like, N/A
532,533,Gurdurr,Fighting,None,405,85,105,85,40,50,40,5,1.19,40.0,90,75.0,25.0,Human-Like, N/A
533,534,Conkeldurr,Fighting,None,505,105,140,95,55,65,45,5,1.4,87.0,45,75.0,25.0,Human-Like, N/A
534,535,Tympole,Water,None,294,50,50,40,50,40,64,5,0.51,4.5,255,50.0,50.0,Water 1, N/A
535,536,Palpitoad,Water,Ground,384,75,65,55,65,55,69,5,0.79,17.0,120,50.0,50.0,Water 1, N/A
536,537,Seismitoad,Water,Ground,509,105,95,75,85,75,74,5,1.5,62.0,45,50.0,50.0,Water 1, N/A
537,538,Throh,Fighting,None,465,120,100,85,30,85,45,5,1.3,55.5,45,100.0,0.0,Human-Like, N/A
538,539,Sawk,Fighting,None,465,75,125,75,30,75,85,5,1.4,51.0,45,100.0,0.0,Human-Like, N/A
539,540,Sewaddle,Bug,Grass,310,45,53,70,40,60,42,5,0.3,2.5,255,50.0,50.0,Bug, N/A
540,541,Swadloon,Bug,Grass,380,55,63,90,50,80,42,5,0.51,7.3,120,50.0,50.0,Bug, N/A
541,542,Leavanny,Bug,Grass,500,75,103,80,70,80,92,5,1.19,20.5,45,50.0,50.0,Bug, N/A
542,543,Venipede,Bug,Poison,260,30,45,59,30,39,57,5,0.41,5.3,255,50.0,50.0,Bug, N/A
543,544,Whirlipede,Bug,Poison,360,40,55,99,40,79,47,5,1.19,58.5,120,50.0,50.0,Bug, N/A
544,545,Scolipede,Bug,Poison,485,60,100,89,55,69,112,5,2.49,200.5,45,50.0,50.0,Bug, N/A
545,546,Cottonee,Grass,Fairy,280,40,27,60,37,50,66,5,0.3,0.6,190,50.0,50.0,Fairy  ,  Grass
546,547,Whimsicott,Grass,Fairy,480,60,67,85,77,75,116,5,0.71,6.6,75,50.0,50.0,Fairy  ,  Grass
547,548,Petilil,Grass,None,280,45,35,50,70,50,30,5,0.51,6.6,190,0.0,100.0,Grass, N/A
548,549,Lilligant,Grass,None,480,70,60,75,110,75,90,5,1.09,16.3,75,0.0,100.0,Grass, N/A
549,550,Basculin,Water,None,460,70,92,65,80,55,98,5,0.99,18.0,25,50.0,50.0,Water 2, N/A
550,551,Sandile,Ground,Dark,292,50,72,35,35,35,65,5,0.71,15.2,180,50.0,50.0,Field, N/A
551,552,Krokorok,Ground,Dark,351,60,82,45,45,45,74,5,0.99,33.4,90,50.0,50.0,Field, N/A
552,553,Krookodile,Ground,Dark,519,95,117,80,65,70,92,5,1.5,96.3,45,50.0,50.0,Field, N/A
553,554,Darumaka,Fire,None,315,70,90,45,15,45,50,5,0.61,37.5,120,50.0,50.0,Field, N/A
554,555,Darmanitan,Fire,None,480,105,140,55,30,55,95,5,1.3,92.9,60,50.0,50.0,Field, N/A
555,556,Maractus,Grass,None,461,75,86,67,106,67,60,5,0.99,28.0,255,50.0,50.0,Grass, N/A
556,557,Dwebble,Bug,Rock,325,50,65,85,35,35,55,5,0.3,14.5,190,50.0,50.0,Bug  ,  Mineral
557,558,Crustle,Bug,Rock,485,70,105,125,65,75,45,5,1.4,200.0,75,50.0,50.0,Bug  ,  Mineral
558,559,Scraggy,Dark,Fighting,348,50,75,70,35,70,48,5,0.61,11.8,180,50.0,50.0,Dragon  ,  Field
559,560,Scrafty,Dark,Fighting,488,65,90,115,45,115,58,5,1.09,30.0,90,50.0,50.0,Dragon  ,  Field
560,561,Sigilyph,Psychic,Flying,490,72,58,80,103,80,97,5,1.4,14.0,45,50.0,50.0,Flying, N/A
561,562,Yamask,Ghost,None,303,38,30,85,55,65,30,5,0.51,1.5,190,50.0,50.0,Amorphous  ,  Mineral
562,563,Cofagrigus,Ghost,None,483,58,50,145,95,105,30,5,1.7,76.5,90,50.0,50.0,Amorphous  ,  Mineral
563,564,Tirtouga,Water,Rock,355,54,78,103,53,45,22,5,0.71,16.5,45,87.5,12.5,Water 1  ,  Water 3
564,565,Carracosta,Water,Rock,495,74,108,133,83,65,32,5,1.19,81.0,45,87.5,12.5,Water 1  ,  Water 3
565,566,Archen,Rock,Flying,401,55,112,45,74,45,70,5,0.51,9.5,45,87.5,12.5,Flying  ,  Water 3
566,567,Archeops,Rock,Flying,567,75,140,65,112,65,110,5,1.4,32.0,45,87.5,12.5,Flying  ,  Water 3
567,568,Trubbish,Poison,None,329,50,50,62,40,62,65,5,0.61,31.0,190,50.0,50.0,Mineral, N/A
568,569,Garbodor,Poison,None,474,80,95,82,60,82,75,5,1.91,107.3,60,50.0,50.0,Mineral, N/A
569,570,Zorua,Dark,None,330,40,65,40,80,40,65,5,0.71,12.5,75,87.5,12.5,Field, N/A
570,571,Zoroark,Dark,None,510,60,105,60,120,60,105,5,1.6,81.1,45,87.5,12.5,Field, N/A
571,572,Minccino,Normal,None,300,55,50,40,40,40,75,5,0.41,5.8,255,25.0,75.0,Field, N/A
572,573,Cinccino,Normal,None,470,75,95,60,65,60,115,5,0.51,7.5,60,25.0,75.0,Field, N/A
573,574,Gothita,Psychic,None,290,45,30,50,55,65,45,5,0.41,5.8,200,25.0,75.0,Human-Like, N/A
574,575,Gothorita,Psychic,None,390,60,45,70,75,85,55,5,0.71,18.0,100,25.0,75.0,Human-Like, N/A
575,576,Gothitelle,Psychic,None,490,70,55,95,95,110,65,5,1.5,44.0,50,25.0,75.0,Human-Like, N/A
576,577,Solosis,Psychic,None,290,45,30,40,105,50,20,5,0.3,1.0,200,50.0,50.0,Amorphous, N/A
577,578,Duosion,Psychic,None,370,65,40,50,125,60,30,5,0.61,8.0,100,50.0,50.0,Amorphous, N/A
578,579,Reuniclus,Psychic,None,490,110,65,75,125,85,30,5,0.99,20.1,50,50.0,50.0,Amorphous, N/A
579,580,Ducklett,Water,Flying,305,62,44,50,44,50,55,5,0.51,5.5,190,50.0,50.0,Flying  ,  Water 1
580,581,Swanna,Water,Flying,473,75,87,63,87,63,98,5,1.3,24.2,45,50.0,50.0,Flying  ,  Water 1
581,582,Vanillite,Ice,None,305,36,50,50,65,60,44,5,0.41,5.7,255,50.0,50.0,Mineral, N/A
582,583,Vanillish,Ice,None,395,51,65,65,80,75,59,5,1.09,41.0,120,50.0,50.0,Mineral, N/A
583,584,Vanilluxe,Ice,None,535,71,95,85,110,95,79,5,1.3,57.5,45,50.0,50.0,Mineral, N/A
584,585,Deerling,Normal,Grass,335,60,60,50,40,50,75,5,0.61,19.5,190,50.0,50.0,Field, N/A
585,586,Sawsbuck,Normal,Grass,475,80,100,70,60,70,95,5,1.91,92.5,75,50.0,50.0,Field, N/A
586,587,Emolga,Electric,Flying,428,55,75,60,75,60,103,5,0.41,5.0,200,50.0,50.0,Field, N/A
587,588,Karrablast,Bug,None,315,50,75,45,40,45,60,5,0.51,5.9,200,50.0,50.0,Bug, N/A
588,589,Escavalier,Bug,Steel,495,70,135,105,60,105,20,5,0.99,33.0,75,50.0,50.0,Bug, N/A
589,590,Foongus,Grass,Poison,294,69,55,45,55,55,15,5,0.2,1.0,190,50.0,50.0,Grass, N/A
590,591,Amoonguss,Grass,Poison,464,114,85,70,85,80,30,5,0.61,10.5,75,50.0,50.0,Grass, N/A
591,592,Frillish,Water,Ghost,335,55,40,50,65,85,40,5,1.19,33.0,190,50.0,50.0,Amorphous, N/A
592,593,Jellicent,Water,Ghost,480,100,60,70,85,105,60,5,2.21,135.0,60,50.0,50.0,Amorphous, N/A
593,594,Alomomola,Water,None,470,165,75,80,40,45,65,5,1.19,31.6,75,50.0,50.0,Water 1  ,  Water 2
594,595,Joltik,Bug,Electric,319,50,47,50,57,50,65,5,0.1,0.6,190,50.0,50.0,Bug, N/A
595,596,Galvantula,Bug,Electric,472,70,77,60,97,60,108,5,0.79,14.3,75,50.0,50.0,Bug, N/A
596,597,Ferroseed,Grass,Steel,305,44,50,91,24,86,10,5,0.61,18.8,255,50.0,50.0,Grass  ,  Mineral
597,598,Ferrothorn,Grass,Steel,489,74,94,131,54,116,20,5,0.99,110.0,90,50.0,50.0,Grass  ,  Mineral
598,599,Klink,Steel,None,300,40,55,70,45,60,30,5,0.3,21.0,130,0.0,0.0,Mineral, N/A
599,600,Klang,Steel,None,440,60,80,95,70,85,50,5,0.61,51.0,60,0.0,0.0,Mineral, N/A
600,601,Klinklang,Steel,None,520,60,100,115,70,85,90,5,0.61,81.0,30,0.0,0.0,Mineral, N/A
601,602,Tynamo,Electric,None,275,35,55,40,45,40,60,5,0.2,0.3,190,50.0,50.0,Amorphous, N/A
602,603,Eelektrik,Electric,None,405,65,85,70,75,70,40,5,1.19,22.0,60,50.0,50.0,Amorphous, N/A
603,604,Eelektross,Electric,None,515,85,115,80,105,80,50,5,2.11,80.5,30,50.0,50.0,Amorphous, N/A
604,605,Elgyem,Psychic,None,335,55,55,55,85,55,30,5,0.51,9.0,255,50.0,50.0,Human-Like, N/A
605,606,Beheeyem,Psychic,None,485,75,75,75,125,95,40,5,0.99,34.5,90,50.0,50.0,Human-Like, N/A
606,607,Litwick,Ghost,Fire,275,50,30,55,65,55,20,5,0.3,3.1,190,50.0,50.0,Amorphous, N/A
607,608,Lampent,Ghost,Fire,370,60,40,60,95,60,55,5,0.61,13.0,90,50.0,50.0,Amorphous, N/A
608,609,Chandelure,Ghost,Fire,520,60,55,90,145,90,80,5,0.99,34.3,45,50.0,50.0,Amorphous, N/A
609,610,Axew,Dragon,None,320,46,87,60,30,40,57,5,0.61,18.0,75,50.0,50.0,Dragon  ,  Monster
610,611,Fraxure,Dragon,None,410,66,117,70,40,50,67,5,0.99,36.0,60,50.0,50.0,Dragon  ,  Monster
611,612,Haxorus,Dragon,None,540,76,147,90,60,70,97,5,1.8,105.5,45,50.0,50.0,Dragon  ,  Monster
612,613,Cubchoo,Ice,None,305,55,70,40,60,40,40,5,0.51,8.5,120,50.0,50.0,Field, N/A
613,614,Beartic,Ice,None,505,95,130,80,70,80,50,5,2.59,260.0,60,50.0,50.0,Field, N/A
614,615,Cryogonal,Ice,None,515,80,50,50,95,135,105,5,1.09,148.0,25,0.0,0.0,Mineral, N/A
615,616,Shelmet,Bug,None,305,50,40,85,40,65,25,5,0.41,7.7,200,50.0,50.0,Bug, N/A
616,617,Accelgor,Bug,None,495,80,70,40,100,60,145,5,0.79,25.3,75,50.0,50.0,Bug, N/A
617,618,Stunfisk,Ground,Electric,471,109,66,84,81,99,32,5,0.71,11.0,75,50.0,50.0,Amorphous  ,  Water 1
618,619,Mienfoo,Fighting,None,350,45,85,50,55,50,65,5,0.89,20.0,180,50.0,50.0,Field  ,  Human-Like
619,620,Mienshao,Fighting,None,510,65,125,60,95,60,105,5,1.4,35.5,45,50.0,50.0,Field  ,  Human-Like
620,621,Druddigon,Dragon,None,485,77,120,90,60,90,48,5,1.6,139.0,45,50.0,50.0,Dragon  ,  Monster
621,622,Golett,Ground,Ghost,303,59,74,50,35,50,35,5,0.99,92.0,190,0.0,0.0,Mineral, N/A
622,623,Golurk,Ground,Ghost,483,89,124,80,55,80,55,5,2.79,330.0,90,0.0,0.0,Mineral, N/A
623,624,Pawniard,Dark,Steel,340,45,85,70,40,40,60,5,0.51,10.2,120,50.0,50.0,Human-Like, N/A
624,625,Bisharp,Dark,Steel,490,65,125,100,60,70,70,5,1.6,70.0,45,50.0,50.0,Human-Like, N/A
625,626,Bouffalant,Normal,None,490,95,110,95,40,95,55,5,1.6,94.6,45,50.0,50.0,Field, N/A
626,627,Rufflet,Normal,Flying,350,70,83,50,37,50,60,5,0.51,10.5,190,100.0,0.0,Flying, N/A
627,628,Braviary,Normal,Flying,510,100,123,75,57,75,80,5,1.5,41.0,60,100.0,0.0,Flying, N/A
628,629,Vullaby,Dark,Flying,370,70,55,75,45,65,60,5,0.51,9.0,190,0.0,100.0,Flying, N/A
629,630,Mandibuzz,Dark,Flying,510,110,65,105,55,95,80,5,1.19,39.5,60,0.0,100.0,Flying, N/A
630,631,Heatmor,Fire,None,484,85,97,66,105,66,65,5,1.4,58.0,90,50.0,50.0,Field, N/A
631,632,Durant,Bug,Steel,484,58,109,112,48,48,109,5,0.3,33.0,90,50.0,50.0,Bug, N/A
632,633,Deino,Dark,Dragon,300,52,65,50,45,50,38,5,0.79,17.3,45,50.0,50.0,Dragon, N/A
633,634,Zweilous,Dark,Dragon,420,72,85,70,65,70,58,5,1.4,50.0,45,50.0,50.0,Dragon, N/A
634,635,Hydreigon,Dark,Dragon,600,92,105,90,125,90,98,5,1.8,160.0,45,50.0,50.0,Dragon, N/A
635,636,Larvesta,Bug,Fire,360,55,85,55,50,55,60,5,1.09,28.8,45,50.0,50.0,Bug, N/A
636,637,Volcarona,Bug,Fire,550,85,60,65,135,105,100,5,1.6,46.0,15,50.0,50.0,Bug, N/A
637,638,Cobalion,Steel,Fighting,580,91,90,129,90,72,108,5,2.11,250.0,3,0.0,0.0,Undiscovered, N/A
638,639,Terrakion,Rock,Fighting,580,91,129,90,72,90,108,5,1.91,260.0,3,0.0,0.0,Undiscovered, N/A
639,640,Virizion,Grass,Fighting,580,91,90,72,90,129,108,5,2.01,200.0,3,0.0,0.0,Undiscovered, N/A
640,641,Tornadus,Flying,None,580,79,115,70,125,80,111,5,1.5,63.0,3,100.0,0.0,Undiscovered, N/A
641,642,Thundurus,Electric,Flying,580,79,115,70,125,80,111,5,1.5,61.0,3,100.0,0.0,Undiscovered, N/A
642,643,Reshiram,Dragon,Fire,680,100,120,100,150,120,90,5,3.2,330.0,45,0.0,0.0,Undiscovered, N/A
643,644,Zekrom,Dragon,Electric,680,100,150,120,120,100,90,5,2.9,345.0,45,0.0,0.0,Undiscovered, N/A
644,645,Landorus,Ground,Flying,600,89,125,90,115,80,101,5,1.5,68.0,3,100.0,0.0,Undiscovered, N/A
645,646,Kyurem,Dragon,Ice,660,125,130,90,130,90,95,5,3.0,325.0,3,0.0,0.0,Undiscovered, N/A
646,647,Keldeo,Water,Fighting,580,91,72,90,129,90,108,5,1.4,48.5,3,0.0,0.0,Undiscovered, N/A
647,648,Meloetta,Normal,Psychic,600,100,77,77,128,128,90,5,0.61,6.5,3,0.0,0.0,Undiscovered, N/A
648,649,Genesect,Bug,Steel,600,71,120,95,120,95,99,5,1.5,82.5,3,0.0,0.0,Undiscovered, N/A
649,650,Chespin,Grass,None,313,56,61,65,48,45,38,6,0.41,9.0,45,87.5,12.5,Field, N/A
650,651,Quilladin,Grass,None,405,61,78,95,56,58,57,6,0.71,29.0,45,87.5,12.5,Field, N/A
651,652,Chesnaught,Grass,Fighting,530,88,107,122,74,75,64,6,1.6,90.0,45,87.5,12.5,Field, N/A
652,653,Fennekin,Fire,None,307,40,45,40,62,60,60,6,0.41,9.4,45,87.5,12.5,Field, N/A
653,654,Braixen,Fire,None,409,59,59,58,90,70,73,6,0.99,14.5,45,87.5,12.5,Field, N/A
654,655,Delphox,Fire,Psychic,534,75,69,72,114,100,104,6,1.5,39.0,45,87.5,12.5,Field, N/A
655,656,Froakie,Water,None,314,41,56,40,62,44,71,6,0.3,7.0,45,87.5,12.5,Water 1, N/A
656,657,Frogadier,Water,None,405,54,63,52,83,56,97,6,0.61,10.9,45,87.5,12.5,Water 1, N/A
657,658,Greninja,Water,Dark,530,72,95,67,103,71,122,6,1.5,40.0,45,87.5,12.5,Water 1, N/A
658,659,Bunnelby,Normal,None,237,38,36,38,32,36,57,6,0.41,5.0,255,50.0,50.0,Field, N/A
659,660,Diggersby,Normal,Ground,423,85,56,77,50,77,78,6,0.99,42.4,127,50.0,50.0,Field, N/A
660,661,Fletchling,Normal,Flying,278,45,50,43,40,38,62,6,0.3,1.7,255,50.0,50.0,Flying, N/A
661,662,Fletchinder,Fire,Flying,382,62,73,55,56,52,84,6,0.71,16.0,120,50.0,50.0,Flying, N/A
662,663,Talonflame,Fire,Flying,499,78,81,71,74,69,126,6,1.19,24.5,45,50.0,50.0,Flying, N/A
663,664,Scatterbug,Bug,None,200,38,35,40,27,25,35,6,0.3,2.5,255,50.0,50.0,Bug, N/A
664,665,Spewpa,Bug,None,213,45,22,60,27,30,29,6,0.3,8.4,120,50.0,50.0,Bug, N/A
665,666,Vivillon,Bug,Flying,411,80,52,50,90,50,89,6,1.19,17.0,45,50.0,50.0,Bug, N/A
666,667,Litleo,Fire,Normal,369,62,50,58,73,54,72,6,0.61,13.5,220,25.0,75.0,Field, N/A
667,668,Pyroar,Fire,Normal,507,86,68,72,109,66,106,6,1.5,81.5,65,25.0,75.0,Field, N/A
668,669,Flabébé,Fairy,None,303,44,38,39,61,79,42,6,0.1,0.1,225,0.0,100.0,Fairy, N/A
669,670,Floette,Fairy,None,371,54,45,47,75,98,52,6,0.2,0.9,120,0.0,100.0,Fairy, N/A
670,671,Florges,Fairy,None,552,78,65,68,112,154,75,6,1.09,10.0,45,0.0,100.0,Fairy, N/A
671,672,Skiddo,Grass,None,350,66,65,48,62,57,52,6,0.89,31.0,200,50.0,50.0,Field, N/A
672,673,Gogoat,Grass,None,531,123,100,62,97,81,68,6,1.7,91.0,45,50.0,50.0,Field, N/A
673,674,Pancham,Fighting,None,348,67,82,62,46,48,43,6,0.61,8.0,220,50.0,50.0,Field  ,  Human-Like
674,675,Pangoro,Fighting,Dark,495,95,124,78,69,71,58,6,2.11,136.0,65,50.0,50.0,Field  ,  Human-Like
675,676,Furfrou,Normal,None,472,75,80,60,65,90,102,6,1.19,28.0,160,50.0,50.0,Field, N/A
676,677,Espurr,Psychic,None,355,62,48,54,63,60,68,6,0.3,3.5,190,50.0,50.0,Field, N/A
677,678,Meowstic,Psychic,None,466,74,48,76,83,81,104,6,0.61,8.5,75,50.0,50.0,Field, N/A
678,679,Honedge,Steel,Ghost,325,45,80,100,35,37,28,6,0.79,2.0,180,50.0,50.0,Mineral, N/A
679,680,Doublade,Steel,Ghost,448,59,110,150,45,49,35,6,0.84,4.5,90,50.0,50.0,Mineral, N/A
680,681,Aegislash,Steel,Ghost,520,60,150,50,150,50,60,6,1.7,53.0,45,50.0,50.0,Mineral, N/A
681,682,Spritzee,Fairy,None,341,78,52,60,63,65,23,6,0.2,0.5,200,50.0,50.0,Fairy, N/A
682,683,Aromatisse,Fairy,None,462,101,72,72,99,89,29,6,0.79,15.5,140,50.0,50.0,Fairy, N/A
683,684,Swirlix,Fairy,None,341,62,48,66,59,57,49,6,0.41,3.5,200,50.0,50.0,Fairy, N/A
684,685,Slurpuff,Fairy,None,480,82,80,86,85,75,72,6,0.79,5.0,140,50.0,50.0,Fairy, N/A
685,686,Inkay,Dark,Psychic,288,53,54,53,37,46,45,6,0.41,3.5,190,50.0,50.0,Water 1  ,  Water 2
686,687,Malamar,Dark,Psychic,482,86,92,88,68,75,73,6,1.5,47.0,80,50.0,50.0,Water 1  ,  Water 2
687,688,Binacle,Rock,Water,306,42,52,67,39,56,50,6,0.51,31.0,120,50.0,50.0,Water 3, N/A
688,689,Barbaracle,Rock,Water,500,72,105,115,54,86,68,6,1.3,96.0,45,50.0,50.0,Water 3, N/A
